code,term
100211000001103,Indometacin 50mg capsules (Accord-UK Ltd) (AMP)
10059911000001106,Tramadol 100mg/2ml solution for injection ampoules (A A H Pharmaceuticals Ltd) (AMP)
10063011000001103,Aspirin 75mg effervescent tablets (IVAX Pharmaceuticals UK Ltd) (AMP)
10063211000001108,Aspirin 75mg effervescent tablets (A A H Pharmaceuticals Ltd) (AMP)
10064711000001104,Aspirin 75mg effervescent tablets (VMP)
10065911000001103,Morphine sulfate 10mg/1ml solution for injection pre-filled syringes (A A H Pharmaceuticals Ltd) (AMP)
10066311000001109,Morphine sulfate 10mg/1ml solution for injection pre-filled syringes (Martindale Pharmaceuticals Ltd) (AMP)
10068111000001106,Solpadeine Plus soluble tablets (Omega Pharma Ltd) (AMP)
10069311000001102,Morphine sulfate 100mg/50ml solution for infusion vials (Martindale Pharmaceuticals Ltd) (AMP)
10069611000001107,Morphine sulfate 50mg/50ml solution for infusion vials (Martindale Pharmaceuticals Ltd) (AMP)
10069811000001106,Morphine sulfate 50mg/50ml solution for infusion vials (Alliance Healthcare (Distribution) Ltd) (AMP)
10072711000001101,Tramadol 100mg/2ml solution for injection ampoules (Martindale Pharmaceuticals Ltd) (AMP)
10075411000001104,Generic Solpadeine Plus soluble tablets sugar free (VMP)
10075511000001100,Morphine sulfate 10mg/1ml solution for injection pre-filled syringes (VMP)
10155811000001108,"Carbostesin-adrenaline 0.25% / 25micrograms/5ml (1 in 200,000) solution for injection ampoules (Imported (Switzerland)) (AMP)"
10156011000001106,"Bupivacaine 50mg/20ml (0.25%) / Adrenaline (base) 100micrograms/20ml (1 in 200,000) solution for injection ampoules (VMP)"
10156211000001101,"Carbostesin-adrenaline 0.25% / 100micrograms/20ml (1 in 200,000) solution for injection ampoules (Imported (Switzerland)) (AMP)"
10157411000001100,"Bupivacaine 25mg/5ml (0.5%) / Adrenaline (base) 25micrograms/5ml (1 in 200,000) solution for injection ampoules (VMP)"
10157611000001102,"Carbostesin-adrenaline 0.5% / 25micrograms/5ml (1 in 200,000) solution for injection ampoules (Imported (Switzerland)) (AMP)"
10157811000001103,"Bupivacaine 100mg/20ml (0.5%) / Adrenaline (base) 100micrograms/20ml (1 in 200,000) solution for injection ampoules (VMP)"
10158011000001105,"Carbostesin-adrenaline 0.5% / 100micrograms/20ml (1 in 200,000) solution for injection ampoules (Imported (Switzerland)) (AMP)"
10168211000001107,Gabapentin 600mg tablets (Alliance Healthcare (Distribution) Ltd) (AMP)
10188011000001100,"Bupivacaine 12.5mg/5ml (0.25%) / Adrenaline (base) 25micrograms/5ml (1 in 200,000) solution for injection ampoules (VMP)"
10189611000001103,Morphine sulfate 100mg/50ml solution for infusion vials (VMP)
10189711000001107,Morphine sulfate 50mg/50ml solution for infusion vials (VMP)
10198211000001109,Meloxicam 7.5mg tablets (IVAX Pharmaceuticals UK Ltd) (AMP)
10198411000001108,Meloxicam 15mg tablets (IVAX Pharmaceuticals UK Ltd) (AMP)
10228111000001105,Mabron 100mg modified-release tablets (Morningside Healthcare Ltd) (AMP)
10228311000001107,Mabron 150mg modified-release tablets (Morningside Healthcare Ltd) (AMP)
10228511000001101,Mabron 200mg modified-release tablets (Morningside Healthcare Ltd) (AMP)
10245111000001102,Ibuprofen lysine 684mg tablets (VMP)
10275111000001101,Paracetamol 500mg capsules (Teva UK Ltd) (AMP)
102811000001101,Medinol Over 6 paracetamol 250mg/5ml oral suspension (SSL International Plc) (AMP)
10287611000001106,Aspirin 300mg gastro-resistant tablets (Advanz Pharma) (AMP)
10290811000001105,Tramadol 50mg capsules (Focus Pharmaceuticals Ltd) (AMP)
10298111000001101,Gabapentin 100mg capsules (Focus Pharmaceuticals Ltd) (AMP)
10298511000001105,Gabapentin 300mg capsules (Focus Pharmaceuticals Ltd) (AMP)
10298811000001108,Gabapentin 400mg capsules (Focus Pharmaceuticals Ltd) (AMP)
10299411000001103,Paracetamol 500mg capsules (Focus Pharmaceuticals Ltd) (AMP)
10301011000001101,Nabumetone 500mg tablets (Focus Pharmaceuticals Ltd) (AMP)
10302411000001100,Meloxicam 15mg tablets (Focus Pharmaceuticals Ltd) (AMP)
10302611000001102,Meloxicam 7.5mg tablets (Focus Pharmaceuticals Ltd) (AMP)
10304311000001100,Meloxicam 7.5mg tablets (Actavis UK Ltd) (AMP)
10304811000001109,Meloxicam 15mg tablets (Actavis UK Ltd) (AMP)
103411000001107,Slo-Indo 75mg capsules (Viatris UK Healthcare Ltd) (AMP)
10351011000001109,Fentanyl 100micrograms/2ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd) (AMP)
10351211000001104,Fentanyl 500micrograms/10ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd) (AMP)
10378911000001102,Ibuprofen 200mg tablets (Arrow Generics Ltd) (AMP)
10379111000001107,Ibuprofen 400mg tablets (Arrow Generics Ltd) (AMP)
10379411000001102,Ibuprofen 600mg tablets (Arrow Generics Ltd) (AMP)
10381711000001100,Indometacin 25mg capsules (Arrow Generics Ltd) (AMP)
10389911000001104,Mefenamic acid 250mg capsules (Arrow Generics Ltd) (AMP)
10396611000001103,Naproxen 250mg tablets (Arrow Generics Ltd) (AMP)
10396811000001104,Naproxen 500mg tablets (Arrow Generics Ltd) (AMP)
10398111000001105,Co-codamol 8mg/500mg tablets (Arrow Generics Ltd) (AMP)
10398311000001107,Co-codamol 30mg/500mg tablets (Arrow Generics Ltd) (AMP)
10398511000001101,Co-dydramol 10mg/500mg tablets (Arrow Generics Ltd) (AMP)
10399111000001103,Codeine 15mg tablets (Arrow Generics Ltd) (AMP)
10399311000001101,Codeine 30mg tablets (Arrow Generics Ltd) (AMP)
10399511000001107,Codeine 60mg tablets (Arrow Generics Ltd) (AMP)
10401011000001106,Diclofenac sodium 25mg gastro-resistant tablets (Arrow Generics Ltd) (AMP)
10401211000001101,Diclofenac sodium 50mg gastro-resistant tablets (Arrow Generics Ltd) (AMP)
10401411000001102,Dihydrocodeine 30mg tablets (Arrow Generics Ltd) (AMP)
10403211000001102,Piroxicam 10mg capsules (Arrow Generics Ltd) (AMP)
10403611000001100,Piroxicam 20mg capsules (Arrow Generics Ltd) (AMP)
10414511000001103,Tramadol 50mg capsules (Arrow Generics Ltd) (AMP)
10437111000001108,Paracetamol 500mg capsules (Arrow Generics Ltd) (AMP)
10440011000001105,Meloxicam 7.5mg tablets (Niche Generics Ltd) (AMP)
10440311000001108,Meloxicam 15mg tablets (Niche Generics Ltd) (AMP)
10444611000001105,Tramadol 50mg capsules (Niche Generics Ltd) (AMP)
10450211000001102,Aspirin 75mg gastro-resistant tablets (Arrow Generics Ltd) (AMP)
10450411000001103,Aspirin 300mg gastro-resistant tablets (Arrow Generics Ltd) (AMP)
10462911000001100,Zydol 50mg capsules (Dowelhurst Ltd) (AMP)
10485111000001108,Voltarol Rapid 50mg tablets (Waymade Healthcare Plc) (AMP)
10486111000001102,Voltarol 50mg dispersible tablets (Waymade Healthcare Plc) (AMP)
10494611000001100,Brexidol 20mg tablets (Waymade Healthcare Plc) (AMP)
10498411000001107,Ultramol Soluble tablets (Waymade Healthcare Plc) (AMP)
10498911000001104,Diclofenac 1.16% gel (Dowelhurst Ltd) (AMP)
10500411000001103,Celebrex 100mg capsules (Waymade Healthcare Plc) (AMP)
10501011000001103,Tramadol 200mg modified-release tablets (Waymade Healthcare Plc) (AMP)
10501711000001101,Tramadol 150mg modified-release tablets (Waymade Healthcare Plc) (AMP)
10502111000001107,Tramadol 100mg modified-release tablets (Waymade Healthcare Plc) (AMP)
10505811000001107,Indocid R 75mg capsules (Dowelhurst Ltd) (AMP)
10508011000001109,Subutex 8mg sublingual tablets (Waymade Healthcare Plc) (AMP)
10508311000001107,Subutex 2mg sublingual tablets (Waymade Healthcare Plc) (AMP)
10529711000001106,Diclofenac sodium 100mg modified-release capsules (Waymade Healthcare Plc) (AMP)
10530111000001102,Diclofenac sodium 75mg modified-release capsules (Waymade Healthcare Plc) (AMP)
105411000001106,Amitriptyline 10mg tablets (IVAX Pharmaceuticals UK Ltd) (AMP)
10543411000001100,Lyrica 75mg capsules (Waymade Healthcare Plc) (AMP)
10543611000001102,Lyrica 25mg capsules (Waymade Healthcare Plc) (AMP)
10543811000001103,Lyrica 150mg capsules (Waymade Healthcare Plc) (AMP)
10546611000001108,Kapake 30mg/500mg capsules (Waymade Healthcare Plc) (AMP)
106011000001106,Ketovail 200mg modified-release capsules (Teva UK Ltd) (AMP)
10612711000001100,Dicloflex 25mg gastro-resistant tablets (Teva UK Ltd) (AMP)
10614811000001102,Meloxicam 7.5mg tablets (Genus Pharmaceuticals Ltd) (AMP)
10615011000001107,Meloxicam 15mg tablets (Genus Pharmaceuticals Ltd) (AMP)
10676211000001104,Bupivacaine 25mg/10ml (0.25%) solution for injection ampoules (Mercury Pharma Group Ltd) (AMP)
10676711000001106,Bupivacaine 50mg/10ml (0.5%) solution for injection ampoules (Advanz Pharma) (AMP)
10678011000001108,Morphine sulfate 10mg/1ml solution for injection ampoules (hameln pharma Ltd) (AMP)
10678411000001104,"Bupivacaine 25mg/10ml (0.25%) / Adrenaline (base) 50micrograms/10ml (1 in 200,000) solution for injection ampoules (Advanz Pharma) (AMP)"
10678811000001102,"Bupivacaine 50mg/10ml (0.5%) / Adrenaline (base) 50micrograms/10ml (1 in 200,000) solution for injection ampoules (Advanz Pharma) (AMP)"
10679211000001108,Pethidine 50mg/1ml solution for injection ampoules (Advanz Pharma) (AMP)
10679411000001107,Pethidine 100mg/2ml solution for injection ampoules (Advanz Pharma) (AMP)
106811000001100,Codeine 25mg/5ml oral solution (Alliance Healthcare (Distribution) Ltd) (AMP)
10683611000001101,Fentanyl 100micrograms/2ml solution for injection ampoules (Advanz Pharma) (AMP)
10683811000001102,Fentanyl 500micrograms/10ml solution for injection ampoules (Advanz Pharma) (AMP)
10686011000001100,Dicloflex 25mg gastro-resistant tablets (Almus Pharmaceuticals Ltd) (AMP)
10686211000001105,Dicloflex 50mg gastro-resistant tablets (Almus Pharmaceuticals Ltd) (AMP)
10686411000001109,Dicloflex 75mg SR tablets (Almus Pharmaceuticals Ltd) (AMP)
10686711000001103,Dicloflex Retard 100mg tablets (Almus Pharmaceuticals Ltd) (AMP)
10701211000001107,Meloxicam 15mg tablets (Somex Pharma) (AMP)
10702311000001108,Meloxicam 7.5mg tablets (Somex Pharma) (AMP)
10724711000001109,Fentanyl 25micrograms/hour transdermal patches (Teva UK Ltd) (AMP)
10724911000001106,Fentanyl 50micrograms/hour transdermal patches (Teva UK Ltd) (AMP)
10725111000001107,Fentanyl 75micrograms/hour transdermal patches (Teva UK Ltd) (AMP)
10725311000001109,Fentanyl 100micrograms/hour transdermal patches (Teva UK Ltd) (AMP)
107411000001100,Flamrase 50 EC tablets (Teva UK Ltd) (AMP)
10752411000001106,Anadin LiquiFast 400mg capsules (Pfizer Consumer Healthcare Ltd) (AMP)
10768811000001101,Nurofen Extra Strength 400mg capsules (Reckitt Benckiser Healthcare (UK) Ltd) (AMP)
10770011000001104,Voltarol 1.16% Emulgel (Waymade Healthcare Plc) (AMP)
107711000001106,Medinol Paediatric paracetamol 120mg/5ml oral suspension (SSL International Plc) (AMP)
10774611000001104,Ibuprofen 400mg capsules (VMP)
10775211000001100,Paracetamol 500mg / Phenylephrine 6.1mg capsules (Reckitt Benckiser Healthcare (UK) Ltd) (AMP)
10796211000001101,Paracetamol 500mg / Phenylephrine 6.1mg capsules (VMP)
10810311000001109,Numark Flu Relief with Decongestant capsules (Numark Ltd) (AMP)
10814111000001103,Paracetamol 500mg / Phenylephrine 12.18mg capsules (VMP)
10821811000001100,Aspirin 300mg gastro-resistant tablets (Teva UK Ltd) (AMP)
10822611000001105,Co-codamol 30mg/500mg capsules (Zentiva Pharma UK Ltd) (AMP)
108311000001108,Mobic 7.5mg suppositories (Boehringer Ingelheim Ltd) (AMP)
10847311000001101,Solaraze 3% gel (Waymade Healthcare Plc) (AMP)
10857811000001108,Oruvail 100 modified-release capsules (Waymade Healthcare Plc) (AMP)
10858011000001101,Oruvail 2.5% gel (Waymade Healthcare Plc) (AMP)
10898611000001100,Feminax Period Pain capsules (Bayer Plc) (AMP)
10900011000001100,Co-codamol 8mg/500mg effervescent tablets (Bayer Plc) (AMP)
10911000001102,Methadone 1mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd) (AMP)
109211000001105,Dromadol XL 200mg tablets (IVAX Pharmaceuticals UK Ltd) (AMP)
10925311000001102,Etopan XL 600mg tablets (Sun Pharma UK Ltd) (AMP)
109311000001102,Ketoprofen 50mg capsules (Viatris UK Healthcare Ltd) (AMP)
10961711000001107,Aceclofenac 100mg tablets (Sandoz Ltd) (AMP)
10961811000001104,Aceclofenac 100mg tablets (A A H Pharmaceuticals Ltd) (AMP)
10962111000001101,Meloxicam 7.5mg tablets (Sandoz Ltd) (AMP)
10962511000001105,Meloxicam 15mg tablets (Sandoz Ltd) (AMP)
10985211000001100,Aceclofenac 100mg tablets (Alliance Healthcare (Distribution) Ltd) (AMP)
11005911000001106,Co-codamol 30mg/500mg capsules (Actavis UK Ltd) (AMP)
11012611000001106,Piroxicam 0.5% gel (Dr Reddy's Laboratories (UK) Ltd) (AMP)
11017511000001105,Indometacin 50mg capsules (Dr Reddy's Laboratories (UK) Ltd) (AMP)
11017711000001100,Indometacin 25mg capsules (Dr Reddy's Laboratories (UK) Ltd) (AMP)
110311000001109,Paracetamol 120mg/5ml oral solution paediatric sugar free (Approved Prescription Services Ltd) (AMP)
11047511000001102,Suboxone 2mg/500microgram sublingual tablets (Indivior UK Ltd) (AMP)
11048311000001109,Suboxone 8mg/2mg sublingual tablets (Indivior UK Ltd) (AMP)
11054611000001106,Tradorec XL 100mg tablets (Endo Ventures Ltd) (AMP)
11054811000001105,Tradorec XL 200mg tablets (Endo Ventures Ltd) (AMP)
11055011000001100,Tradorec XL 300mg tablets (Endo Ventures Ltd) (AMP)
11055811000001106,Buprenorphine 2mg / Naloxone 500microgram sublingual tablets sugar free (VMP)
11055911000001101,Buprenorphine 8mg / Naloxone 2mg sublingual tablets sugar free (VMP)
110611000001104,Ibuprofen 200mg tablets (Teva UK Ltd) (AMP)
11084511000001104,Matrifen 12micrograms/hour transdermal patches (Teva UK Ltd) (AMP)
11084911000001106,Matrifen 25micrograms/hour transdermal patches (Teva UK Ltd) (AMP)
11085311000001109,Matrifen 50micrograms/hour transdermal patches (Teva UK Ltd) (AMP)
11085711000001108,Matrifen 75micrograms/hour transdermal patches (Teva UK Ltd) (AMP)
